experiment,model,soc_bin,mean_signed_error,mean_abs_error
cross_B_train_LG_test_PAN,tcn,0.325,-0.034335531294345856,0.04297485202550888
cross_B_train_LG_test_PAN,tcn,0.375,-0.045274242758750916,0.05233785882592201
cross_B_train_LG_test_PAN,tcn,0.425,-0.06586997210979462,0.06929345428943634
cross_B_train_LG_test_PAN,tcn,0.475,-0.07442127913236618,0.07592707127332687
cross_B_train_LG_test_PAN,tcn,0.525,-0.08354268968105316,0.08369707316160202
cross_B_train_LG_test_PAN,tcn,0.575,-0.0946570336818695,0.09487269073724747
cross_B_train_LG_test_PAN,tcn,0.625,-0.09248892962932587,0.0925692617893219
cross_B_train_LG_test_PAN,tcn,0.675,-0.09501847624778748,0.09518325328826904
cross_B_train_LG_test_PAN,tcn,0.725,-0.10313835740089417,0.10321592539548874
cross_B_train_LG_test_PAN,tcn,0.775,-0.10729291290044785,0.10732703655958176
cross_B_train_LG_test_PAN,tcn,0.825,-0.1152397096157074,0.11526171863079071
cross_B_train_LG_test_PAN,tcn,0.875,-0.11650310456752777,0.1165381520986557
cross_B_train_LG_test_PAN,tcn,0.925,-0.11360060423612595,0.11373584717512131
cross_B_train_LG_test_PAN,tcn,0.975,0.011123817414045334,0.05298451706767082
cross_B_train_LG_test_PAN,transformer,0.025,0.07780014723539352,0.07780014723539352
cross_B_train_LG_test_PAN,transformer,0.075,0.07710794359445572,0.07710794359445572
cross_B_train_LG_test_PAN,transformer,0.125,0.04581235721707344,0.04850955680012703
cross_B_train_LG_test_PAN,transformer,0.175,0.02075841650366783,0.026796676218509674
cross_B_train_LG_test_PAN,transformer,0.225,-0.006708150263875723,0.024464672431349754
cross_B_train_LG_test_PAN,transformer,0.275,-0.02319437637925148,0.03258330002427101
cross_B_train_LG_test_PAN,transformer,0.325,-0.040856990963220596,0.04427596554160118
cross_B_train_LG_test_PAN,transformer,0.375,-0.05140955001115799,0.052458059042692184
cross_B_train_LG_test_PAN,transformer,0.425,-0.0696709007024765,0.070403091609478
cross_B_train_LG_test_PAN,transformer,0.475,-0.07626923173666,0.07644002139568329
cross_B_train_LG_test_PAN,transformer,0.525,-0.08148804306983948,0.08153638988733292
cross_B_train_LG_test_PAN,transformer,0.575,-0.08816167712211609,0.08816167712211609
cross_B_train_LG_test_PAN,transformer,0.625,-0.08659178763628006,0.08659178763628006
cross_B_train_LG_test_PAN,transformer,0.675,-0.09097441285848618,0.09097441285848618
cross_B_train_LG_test_PAN,transformer,0.725,-0.09749168902635574,0.09749168902635574
cross_B_train_LG_test_PAN,transformer,0.775,-0.10127978026866913,0.10127978026866913
cross_B_train_LG_test_PAN,transformer,0.825,-0.10941292345523834,0.10941292345523834
cross_B_train_LG_test_PAN,transformer,0.875,-0.107363261282444,0.107363261282444
cross_B_train_LG_test_PAN,transformer,0.925,-0.10407844930887222,0.10411279648542404
cross_B_train_LG_test_PAN,transformer,0.975,0.018468163907527924,0.06762278825044632
