direction,condition,model,seed,mae,rmse,max_error,mape_pct,r2,signed_bias,n_train,n_test,device,smoke,timestamp
cross_A_train_PAN_test_LG,C1_baseline,linear,0,0.08165339099082686,0.10178877638941103,0.4227633476257324,18.903871711476857,0.8209572384124888,0.05392246526432072,42051,44282,cpu,False,2026-06-10T15:03:09+00:00
cross_A_train_PAN_test_LG,C1_baseline,linear,1,0.08165339099082686,0.10178877638941103,0.4227633476257324,18.903871711476857,0.8209572384124888,0.05392246526432072,42051,44282,cpu,False,2026-06-10T15:03:09+00:00
cross_A_train_PAN_test_LG,C1_baseline,linear,2,0.08165339099082686,0.10178877638941103,0.4227633476257324,18.903871711476857,0.8209572384124888,0.05392246526432072,42051,44282,cpu,False,2026-06-10T15:03:09+00:00
cross_A_train_PAN_test_LG,C1_baseline,linear,3,0.08165339099082686,0.10178877638941103,0.4227633476257324,18.903871711476857,0.8209572384124888,0.05392246526432072,42051,44282,cpu,False,2026-06-10T15:03:09+00:00
cross_A_train_PAN_test_LG,C1_baseline,linear,4,0.08165339099082686,0.10178877638941103,0.4227633476257324,18.903871711476857,0.8209572384124888,0.05392246526432072,42051,44282,cpu,False,2026-06-10T15:03:10+00:00
cross_A_train_PAN_test_LG,C1_baseline,mlp,0,0.0810898153544506,0.10199502756369037,0.37770015001296997,16.284600204289998,0.8202309266540806,0.06871240586042404,42051,44282,cuda,False,2026-06-10T15:03:27+00:00
cross_A_train_PAN_test_LG,C1_baseline,mlp,1,0.08343222016667771,0.10562808707219773,0.43802982568740845,16.615350748066312,0.8071961019877247,0.07457447797060013,42051,44282,cuda,False,2026-06-10T15:03:32+00:00
cross_A_train_PAN_test_LG,C1_baseline,mlp,2,0.08552918089803149,0.10470203079708465,0.35705190896987915,16.481016418320387,0.810561960256989,0.07856865972280502,42051,44282,cuda,False,2026-06-10T15:03:39+00:00
cross_A_train_PAN_test_LG,C1_baseline,mlp,3,0.08003275358790246,0.09716371017354537,0.3269187808036804,15.771651828440945,0.8368582336205872,0.07095272839069366,42051,44282,cuda,False,2026-06-10T15:03:51+00:00
cross_A_train_PAN_test_LG,C1_baseline,mlp,4,0.08201212628980643,0.10429248222639224,0.3795158863067627,15.833484074463797,0.8120410593790179,0.07190771400928497,42051,44282,cuda,False,2026-06-10T15:03:59+00:00
cross_A_train_PAN_test_LG,C1_baseline,lstm,0,0.08385246493022248,0.10528412256644341,0.3387600779533386,16.7548417063244,0.8084497405175037,0.07070751488208771,42051,44282,cuda,False,2026-06-10T15:04:38+00:00
cross_A_train_PAN_test_LG,C1_baseline,lstm,1,0.08754263222892254,0.10731018788005256,0.3409387469291687,17.70276057423084,0.8010064998862101,0.06239324063062668,42051,44282,cuda,False,2026-06-10T15:04:58+00:00
cross_A_train_PAN_test_LG,C1_baseline,lstm,2,0.08328143213262099,0.1053172992363543,0.3464113771915436,16.22841020960871,0.8083290005454159,0.07132157683372498,42051,44282,cuda,False,2026-06-10T15:05:29+00:00
cross_A_train_PAN_test_LG,C1_baseline,lstm,3,0.08412205678130939,0.10461589603888631,0.3318312168121338,17.047378725621687,0.8108735203637656,0.069459930062294,42051,44282,cuda,False,2026-06-10T15:05:52+00:00
cross_A_train_PAN_test_LG,C1_baseline,lstm,4,0.08270681370634395,0.1054907408682634,0.41061198711395264,16.260734639441537,0.8076971745325989,0.0709589272737503,42051,44282,cuda,False,2026-06-10T15:06:08+00:00
cross_A_train_PAN_test_LG,C1_baseline,gru,0,0.07739642071849152,0.09700453665102295,0.302165150642395,15.928094563044601,0.8373923132542732,0.06247955560684204,42051,44282,cuda,False,2026-06-10T15:06:46+00:00
cross_A_train_PAN_test_LG,C1_baseline,gru,1,0.0752513906393727,0.09570316858812089,0.32670295238494873,14.501218445287705,0.8417259869177751,0.06468430161476135,42051,44282,cuda,False,2026-06-10T15:07:15+00:00
cross_A_train_PAN_test_LG,C1_baseline,gru,2,0.0708600879148346,0.08901264734561777,0.30425554513931274,14.222701837000674,0.8630820412478739,0.05558723583817482,42051,44282,cuda,False,2026-06-10T15:07:34+00:00
cross_A_train_PAN_test_LG,C1_baseline,gru,3,0.07934375277442648,0.09870393067772217,0.32307249307632446,16.474530074158697,0.8316450553840701,0.05193818733096123,42051,44282,cuda,False,2026-06-10T15:07:56+00:00
cross_A_train_PAN_test_LG,C1_baseline,gru,4,0.07953367061799611,0.10092392722190154,0.3536970019340515,15.699493339477765,0.8239867897627646,0.06510485708713531,42051,44282,cuda,False,2026-06-10T15:08:18+00:00
cross_A_train_PAN_test_LG,C1_baseline,patchtst,0,0.05936338644304641,0.0761009572317605,0.3348582684993744,13.583631970619425,0.8999223221727529,0.006943785585463047,42051,44282,cuda,False,2026-06-10T15:09:14+00:00
cross_A_train_PAN_test_LG,C1_baseline,patchtst,1,0.058128670216610154,0.07316001860408582,0.29959239065647125,13.43766390954567,0.9075079096094371,0.007400007452815771,42051,44282,cuda,False,2026-06-10T15:10:14+00:00
cross_A_train_PAN_test_LG,C1_baseline,patchtst,2,0.056658463536610144,0.07201504587196718,0.29976367950439453,12.725490259906454,0.9103803045426686,0.01267149392515421,42051,44282,cuda,False,2026-06-10T15:11:19+00:00
cross_A_train_PAN_test_LG,C1_baseline,patchtst,3,0.05685583734714502,0.07124409006994963,0.27657151967287064,12.517152463565084,0.9122888776012866,0.014847547747194767,42051,44282,cuda,False,2026-06-10T15:12:15+00:00
cross_A_train_PAN_test_LG,C1_baseline,patchtst,4,0.05952086823063548,0.07437609149138415,0.2928638458251953,13.191758594335631,0.904407529692217,0.012774180620908737,42051,44282,cuda,False,2026-06-10T15:13:01+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,linear,0,0.07600803149697591,0.09823771322382281,0.49470484256744385,17.717467379756435,0.83323171244023,0.05515889206452883,42051,44282,cpu,False,2026-06-10T15:13:03+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,linear,1,0.07600803149697591,0.09823771322382281,0.49470484256744385,17.717467379756435,0.83323171244023,0.05515889206452883,42051,44282,cpu,False,2026-06-10T15:13:03+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,linear,2,0.07600803149697591,0.09823771322382281,0.49470484256744385,17.717467379756435,0.83323171244023,0.05515889206452883,42051,44282,cpu,False,2026-06-10T15:13:03+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,linear,3,0.07600803149697591,0.09823771322382281,0.49470484256744385,17.717467379756435,0.83323171244023,0.05515889206452883,42051,44282,cpu,False,2026-06-10T15:13:04+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,linear,4,0.07600803149697591,0.09823771322382281,0.49470484256744385,17.717467379756435,0.83323171244023,0.05515889206452883,42051,44282,cpu,False,2026-06-10T15:13:04+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,mlp,0,0.0847772372376143,0.10935259534204755,0.49273478984832764,17.045978707958675,0.7933596302448163,0.07353988289833069,42051,44282,cuda,False,2026-06-10T15:13:12+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,mlp,1,0.08432831957200684,0.10768656601591335,0.4523540139198303,16.965720834279047,0.7996081583109715,0.07073616236448288,42051,44282,cuda,False,2026-06-10T15:13:19+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,mlp,2,0.08351182144039837,0.10402963852368431,0.40226811170578003,16.188718524608152,0.8129872746330211,0.07681462913751602,42051,44282,cuda,False,2026-06-10T15:13:24+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,mlp,3,0.09250962736863985,0.1158218524568269,0.4503348469734192,18.190229055064844,0.7681868897348533,0.08090802282094955,42051,44282,cuda,False,2026-06-10T15:13:31+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,mlp,4,0.08159461493871113,0.10353873544146366,0.37480592727661133,16.292758428819177,0.8147480904168392,0.06886135786771774,42051,44282,cuda,False,2026-06-10T15:13:38+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,lstm,0,0.08389306187728633,0.10505935241905115,0.35237953066825867,16.279773302281875,0.8092667454062344,0.07562679052352905,42051,44282,cuda,False,2026-06-10T15:14:09+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,lstm,1,0.08438165527922174,0.10637603474023269,0.34465286135673523,16.92118794577333,0.804455963596259,0.07435791939496994,42051,44282,cuda,False,2026-06-10T15:14:29+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,lstm,2,0.08384396608404555,0.10505237220480718,0.3851933181285858,17.079550736186853,0.8092920894564625,0.06921858340501785,42051,44282,cuda,False,2026-06-10T15:15:00+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,lstm,3,0.0890922659618483,0.11149866993912153,0.35183727741241455,18.146326100645815,0.7851692948588187,0.06495220214128494,42051,44282,cuda,False,2026-06-10T15:15:24+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,lstm,4,0.08072819765891899,0.10239965159233778,0.3405972719192505,16.36232524130556,0.8188017752633845,0.06624975055456161,42051,44282,cuda,False,2026-06-10T15:15:41+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,gru,0,0.07506300416118451,0.09327501877585595,0.31317006796598434,15.481757026808804,0.8496554565068113,0.04921306297183037,42051,44282,cuda,False,2026-06-10T15:16:07+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,gru,1,0.08082123206416295,0.10232374779530365,0.37346524000167847,16.262408430951524,0.8190703022674419,0.05727514624595642,42051,44282,cuda,False,2026-06-10T15:16:28+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,gru,2,0.06858215005282187,0.08615861633950789,0.2899501323699951,13.927717263697737,0.8717213407554018,0.059458211064338684,42051,44282,cuda,False,2026-06-10T15:17:08+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,gru,3,0.06913383299116627,0.08600804702891153,0.2813912630081177,14.3946400945589,0.8721693041275043,0.05081263184547424,42051,44282,cuda,False,2026-06-10T15:17:47+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,gru,4,0.08147374089699758,0.10266119204062728,0.3489823341369629,15.952402182767722,0.8178749911428467,0.0712055116891861,42051,44282,cuda,False,2026-06-10T15:18:04+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,patchtst,0,0.055330252056268125,0.06972513788999553,0.29433640092611313,12.28335643081456,0.9159890793429253,0.016861621290445328,42051,44282,cuda,False,2026-06-10T15:19:56+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,patchtst,1,0.055476059344281306,0.06963897425556666,0.27278968691825867,12.236503400531022,0.9161965859561754,0.014835617505013943,42051,44282,cuda,False,2026-06-10T15:21:48+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,patchtst,2,0.0540870022769671,0.06934454840643568,0.31591349840164185,11.939371119140189,0.9169037110213265,0.011639528907835484,42051,44282,cuda,False,2026-06-10T15:23:41+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,patchtst,3,0.05655212545599426,0.07129377552065744,0.2968500852584839,12.928626010342015,0.9121664959058584,0.019209181889891624,42051,44282,cuda,False,2026-06-10T15:25:33+00:00
cross_A_train_PAN_test_LG,C2_ocv_mean,patchtst,4,0.05896138032391613,0.07368258936218823,0.2666444182395935,12.547457449227187,0.9061818770940083,0.025216268375515938,42051,44282,cuda,False,2026-06-10T15:26:19+00:00
cross_A_train_PAN_test_LG,C3_ocv_dischg,linear,0,0.07008816288732576,0.09326329605595103,0.5027554035186768,16.522236971879803,0.8496932444642809,0.031124638852431444,42051,44282,cpu,False,2026-06-10T15:26:20+00:00
cross_A_train_PAN_test_LG,C3_ocv_dischg,linear,1,0.07008816288732576,0.09326329605595103,0.5027554035186768,16.522236971879803,0.8496932444642809,0.031124638852431444,42051,44282,cpu,False,2026-06-10T15:26:20+00:00
