experiment,model,seed,rmse,mae,max_error,mape_pct,r2,n_params,train_time_s,n_train,n_test,device,timestamp
cross_B_train_LG_test_PAN,linear,3,0.0970961254120389,0.07366415866295031,0.8504485189914703,15.362915507937108,0.8704605853154042,301,0.146,38165,52633,cpu,2026-06-08T19:00:53+00:00
cross_B_train_LG_test_PAN,linear,4,0.0970961254120389,0.07366415866295031,0.8504485189914703,15.362915507937108,0.8704605853154042,301,0.237,38165,52633,cpu,2026-06-08T19:00:53+00:00
cross_B_train_LG_test_PAN,mlp,1,0.09974707166539877,0.08535651060062709,0.3343260884284973,15.584879654827521,0.8632905802337985,110081,13.04,38165,52633,cuda,2026-06-08T19:01:06+00:00
cross_B_train_LG_test_PAN,mlp,2,0.09450936846067268,0.08016925223421276,0.32542872428894043,14.701436448858965,0.8772708142706567,110081,12.049,38165,52633,cuda,2026-06-08T19:01:19+00:00
cross_B_train_LG_test_PAN,mlp,3,0.09779566113815015,0.08292357231534427,0.3320907950401306,14.249749658353302,0.8685873101882771,110081,5.81,38165,52633,cuda,2026-06-08T19:01:24+00:00
cross_B_train_LG_test_PAN,mlp,4,0.09353305921706037,0.07977072072932702,0.31959930062294006,14.96237559247337,0.8797933735524573,110081,12.969,38165,52633,cuda,2026-06-08T19:01:38+00:00
cross_B_train_LG_test_PAN,lstm,1,0.09214758345399215,0.06931248321213941,0.4635007977485657,13.325783960230202,0.8833281641740529,38881,26.492,38165,52633,cuda,2026-06-08T19:02:04+00:00
cross_B_train_LG_test_PAN,lstm,2,0.0902778960388916,0.06922924018279561,0.3767199069261551,13.284405291639146,0.8880147074519301,38881,37.559,38165,52633,cuda,2026-06-08T19:02:42+00:00
cross_B_train_LG_test_PAN,lstm,3,0.08952072172288728,0.07059228714399293,0.4000190496444702,13.416198931474419,0.889885304967571,38881,21.444,38165,52633,cuda,2026-06-08T19:03:04+00:00
cross_B_train_LG_test_PAN,lstm,4,0.09336160482834516,0.06992393416922107,0.4572969079017639,13.456078652121208,0.8802336684362865,38881,31.343,38165,52633,cuda,2026-06-08T19:03:36+00:00
cross_B_train_LG_test_PAN,gru,1,0.08944279008180128,0.069816648029658,0.33201974630355835,13.522847469644553,0.8900769406800461,29185,34.012,38165,52633,cuda,2026-06-08T19:04:10+00:00
cross_B_train_LG_test_PAN,gru,2,0.09386236495113527,0.0789220463976083,0.3317597508430481,14.438383991188141,0.8789454505720599,29185,29.217,38165,52633,cuda,2026-06-08T19:04:40+00:00
cross_B_train_LG_test_PAN,gru,3,0.08926581244916214,0.07032899797846622,0.3283776640892029,13.457185894782317,0.8905115129102021,29185,33.951,38165,52633,cuda,2026-06-08T19:05:14+00:00
cross_B_train_LG_test_PAN,gru,4,0.09039512533772767,0.07151627924707406,0.3498591482639313,14.068290760956181,0.8877236842562433,29185,34.046,38165,52633,cuda,2026-06-08T19:05:49+00:00
cross_B_train_LG_test_PAN,bilstm,1,0.09470944892083275,0.07239008440239897,0.4062676429748535,13.810179018523074,0.8767506181226252,77761,70.352,38165,52633,cuda,2026-06-08T19:07:00+00:00
cross_B_train_LG_test_PAN,bilstm,2,0.09451781314327022,0.07258885817063758,0.4047340452671051,13.810352150595934,0.8772488808826999,77761,57.631,38165,52633,cuda,2026-06-08T19:07:58+00:00
cross_B_train_LG_test_PAN,bilstm,3,0.09067428108090764,0.0702889441185121,0.3917158842086792,13.396252563940909,0.8870291562296383,77761,49.117,38165,52633,cuda,2026-06-08T19:08:48+00:00
cross_B_train_LG_test_PAN,bilstm,4,0.09218001349579967,0.07154332745232185,0.3766236901283264,13.682002511683509,0.8832460277104188,77761,70.088,38165,52633,cuda,2026-06-08T19:09:59+00:00
cross_B_train_LG_test_PAN,cnn_bilstm_attn,1,0.09799015827863318,0.08126053167515015,0.33226829767227173,14.420009384196483,0.8680640802514635,42402,48.861,38165,52633,cuda,2026-06-08T19:10:48+00:00
cross_B_train_LG_test_PAN,cnn_bilstm_attn,2,0.10060958697777077,0.0837215826440797,0.2960520386695862,14.75297963949685,0.8609160990913306,42402,51.316,38165,52633,cuda,2026-06-08T19:11:40+00:00
cross_B_train_LG_test_PAN,cnn_bilstm_attn,3,0.10341556436398193,0.08706407758070193,0.303101122379303,15.269307766025408,0.8530498805853283,42402,37.876,38165,52633,cuda,2026-06-08T19:12:18+00:00
cross_B_train_LG_test_PAN,cnn_bilstm_attn,4,0.09433630996007641,0.07768354702527086,0.3171229362487793,14.60534864661044,0.8777198678040908,42402,51.192,38165,52633,cuda,2026-06-08T19:13:10+00:00
cross_B_train_LG_test_PAN,tcn,1,0.09571571731771618,0.07362693403934485,0.4729503393173218,13.965171419014505,0.874117706344033,16001,52.968,38165,52633,cuda,2026-06-08T19:14:03+00:00
cross_B_train_LG_test_PAN,tcn,2,0.09388354550381287,0.07284661486000006,0.4526505172252655,13.780250811266587,0.8788908111741952,16001,52.881,38165,52633,cuda,2026-06-08T19:14:56+00:00
cross_B_train_LG_test_PAN,tcn,3,0.09672832934053507,0.07968432371094142,0.45398837327957153,14.604419742505264,0.8714401063975439,16001,32.671,38165,52633,cuda,2026-06-08T19:15:29+00:00
cross_B_train_LG_test_PAN,tcn,4,0.09702023628926942,0.07723854070709579,0.4836598336696625,14.430187878243725,0.8706629989699713,16001,52.86,38165,52633,cuda,2026-06-08T19:16:22+00:00
cross_B_train_LG_test_PAN,transformer,1,0.08922429128588981,0.07491121906735843,0.32372963428497314,13.726500754698748,0.8906133443267005,67265,109.637,38165,52633,cuda,2026-06-08T19:18:13+00:00
cross_B_train_LG_test_PAN,transformer,2,0.0960747263162656,0.08053722789537025,0.30906182527542114,14.257053523216173,0.8731716207519914,67265,90.722,38165,52633,cuda,2026-06-08T19:19:45+00:00
cross_B_train_LG_test_PAN,transformer,3,0.08687505528045887,0.0723525876398008,0.30639493465423584,13.455127487734734,0.8962977167453094,67265,105.822,38165,52633,cuda,2026-06-08T19:21:32+00:00
cross_B_train_LG_test_PAN,transformer,4,0.089837327935171,0.07641353000978804,0.32200080156326294,13.71328196539543,0.8891050465987156,67265,105.834,38165,52633,cuda,2026-06-08T19:23:19+00:00
cross_B_train_LG_test_PAN,patchtst,1,0.08443601296807401,0.07005046450631196,0.3750650882720947,12.860820023404962,0.9020389195502903,68481,76.186,38165,52633,cuda,2026-06-08T19:24:36+00:00
cross_B_train_LG_test_PAN,patchtst,2,0.08394720655706196,0.07014571698635,0.3792111873626709,12.65496494827978,0.9031698446243124,68481,72.675,38165,52633,cuda,2026-06-08T19:25:49+00:00
cross_B_train_LG_test_PAN,patchtst,3,0.0796441120310272,0.06562838494349327,0.37283140420913696,11.866214830387086,0.9128423564620672,68481,75.989,38165,52633,cuda,2026-06-08T19:27:06+00:00
cross_B_train_LG_test_PAN,patchtst,4,0.08373423454674127,0.07036508964307245,0.404945433139801,12.93715625768693,0.9036605328746238,68481,68.149,38165,52633,cuda,2026-06-08T19:28:15+00:00
within_LG,linear,0,0.06908986061261206,0.04917990841496433,0.37566086649894714,11.223737337771649,0.9197857187360674,301,1.246,31267,6117,cpu,2026-06-08T22:43:45+00:00
within_LG,mlp,0,0.0167994398126775,0.01296958223518757,0.10420218110084534,2.630254293998282,0.9952574418589233,110081,15.616,31267,6117,cuda,2026-06-08T22:44:02+00:00
within_LG,lstm,0,0.010777094410271538,0.007941632464135883,0.048458099365234375,1.5783388463016805,0.998048239887124,38881,27.888,31267,6117,cuda,2026-06-08T22:44:30+00:00
within_LG,gru,0,0.012097052233218695,0.009355348571270183,0.07534301280975342,1.893458518259722,0.9975408661086494,29185,20.314,31267,6117,cuda,2026-06-08T22:44:50+00:00
within_LG,bilstm,0,0.012651833045965243,0.00925722509227938,0.09208342432975769,1.959845628404655,0.9973101381952729,77761,30.898,31267,6117,cuda,2026-06-08T22:45:21+00:00
within_LG,cnn_bilstm_attn,0,0.018068760194753904,0.013345888600993316,0.08511075377464294,2.650512579248516,0.9945136972243197,42402,32.018,31267,6117,cuda,2026-06-08T22:45:53+00:00
within_LG,tcn,0,0.02050966449649142,0.014741956571338418,0.10895028710365295,2.8660481308833488,0.9929312898215188,16001,42.873,31267,6117,cuda,2026-06-08T22:46:36+00:00
within_LG,transformer,0,0.013338283166048912,0.01000110035738135,0.0631568431854248,1.9645290081042766,0.9970103322297148,67265,81.581,31267,6117,cuda,2026-06-08T22:47:58+00:00
within_LG,patchtst,0,0.03196049860061877,0.022649647734690203,0.17965933680534363,4.874588625497741,0.9828347491183044,68481,27.443,31267,6117,cuda,2026-06-08T22:48:25+00:00
within_PAN,linear,0,0.09078030630146086,0.06857622015120807,0.5497070550918579,17.30950569392015,0.885432583251816,301,0.241,31768,10582,cpu,2026-06-08T22:48:27+00:00
within_PAN,mlp,0,0.026053381322166766,0.01987910312724528,0.123166024684906,4.371344185529435,0.9905636068833267,110081,5.905,31768,10582,cuda,2026-06-08T22:48:33+00:00
within_PAN,lstm,0,0.024156911073786366,0.018251040740953548,0.12174755334854126,4.559509471437636,0.9918873893287834,38881,11.755,31768,10582,cuda,2026-06-08T22:48:45+00:00
within_PAN,gru,0,0.01581998135193382,0.011567783704091956,0.0923004150390625,3.036622830980723,0.9965207168987661,29185,28.592,31768,10582,cuda,2026-06-08T22:49:13+00:00
within_PAN,bilstm,0,0.018702446531522927,0.013070984983450972,0.13269980251789093,3.653350549709288,0.9951373313519045,77761,54.629,31768,10582,cuda,2026-06-08T22:50:08+00:00
within_PAN,cnn_bilstm_attn,0,0.021875418887839965,0.015918830631783454,0.11608505249023438,4.065891025862984,0.9933474125949397,42402,36.477,31768,10582,cuda,2026-06-08T22:50:45+00:00
within_PAN,tcn,0,0.027260873759057065,0.018922106148662764,0.17318344116210938,4.505484604379816,0.9896686428176119,16001,43.911,31768,10582,cuda,2026-06-08T22:51:29+00:00
within_PAN,transformer,0,0.020291731856012133,0.01585607414921185,0.10884971916675568,3.5405161338636777,0.9942757833480943,67265,56.47,31768,10582,cuda,2026-06-08T22:52:26+00:00
within_PAN,patchtst,0,0.033138493162882796,0.025096735964909245,0.21371793746948242,5.2390981857484284,0.9847333641439316,68481,39.93,31768,10582,cuda,2026-06-08T22:53:06+00:00
cross_A_train_PAN_test_LG,linear,0,0.10178948026212994,0.08165443573512336,0.42323189973831177,18.9041057747928,0.8209547622308192,301,0.155,42051,44282,cpu,2026-06-08T22:53:08+00:00
cross_A_train_PAN_test_LG,mlp,0,0.10199502756369037,0.0810898153544506,0.37770015001296997,16.28460020429,0.8202309266540806,110081,14.431,42051,44282,cuda,2026-06-08T22:53:22+00:00
cross_A_train_PAN_test_LG,lstm,0,0.10528412256644341,0.08385246493022248,0.3387600779533386,16.7548417063244,0.8084497405175037,38881,40.261,42051,44282,cuda,2026-06-08T22:54:03+00:00
cross_A_train_PAN_test_LG,gru,0,0.09700453665102295,0.07739642071849152,0.302165150642395,15.928094563044601,0.8373923132542732,29185,35.398,42051,44282,cuda,2026-06-08T22:54:39+00:00
cross_A_train_PAN_test_LG,bilstm,0,0.1096293952573499,0.08636170162900382,0.3889991343021393,17.268156108869736,0.7923121849924112,77761,67.558,42051,44282,cuda,2026-06-08T22:55:47+00:00
cross_A_train_PAN_test_LG,cnn_bilstm_attn,0,0.10204054508852953,0.0830434559792318,0.34046757221221924,16.179062839209905,0.8200704390440645,42402,22.993,42051,44282,cuda,2026-06-08T22:56:10+00:00
cross_A_train_PAN_test_LG,tcn,0,0.10831897459970563,0.08750464121193309,0.36033910512924194,16.733662201379097,0.7972475733953929,16001,57.264,42051,44282,cuda,2026-06-08T22:57:08+00:00
cross_A_train_PAN_test_LG,transformer,0,0.09822085437101723,0.08171088715242013,0.30987077951431274,16.327124260944476,0.8332889466871137,67265,77.525,42051,44282,cuda,2026-06-08T22:58:26+00:00
cross_A_train_PAN_test_LG,patchtst,0,0.0761009572317605,0.05936338644304641,0.3348582684993744,13.583631970619429,0.8999223221727529,68481,55.049,42051,44282,cuda,2026-06-08T22:59:22+00:00
cross_B_train_LG_test_PAN,linear,0,0.0970961254120389,0.07366415866295031,0.8504485189914703,15.362915507937108,0.8704605853154042,301,0.227,38165,52633,cpu,2026-06-08T22:59:24+00:00
cross_B_train_LG_test_PAN,mlp,0,0.09347359217501063,0.079433534117208,0.32036852836608887,14.642072228052507,0.8799461764258654,110081,9.621,38165,52633,cuda,2026-06-08T22:59:34+00:00
cross_B_train_LG_test_PAN,lstm,0,0.09260225222529311,0.07138962859113282,0.4067794978618622,13.602859343959258,0.8821739741471292,38881,32.803,38165,52633,cuda,2026-06-08T23:00:07+00:00
cross_B_train_LG_test_PAN,gru,0,0.09187861251615956,0.0772798266582797,0.31555265188217163,14.200316786562443,0.884008280400841,29185,20.43,38165,52633,cuda,2026-06-08T23:00:28+00:00
cross_B_train_LG_test_PAN,bilstm,0,0.09013706903026522,0.07005264139402699,0.3756033182144165,13.303362969597202,0.8883638129137924,77761,47.609,38165,52633,cuda,2026-06-08T23:01:16+00:00
cross_B_train_LG_test_PAN,cnn_bilstm_attn,0,0.09453343071957927,0.07702587633235604,0.299979031085968,14.421036129869083,0.8772083121625982,42402,49.139,38165,52633,cuda,2026-06-08T23:02:06+00:00
cross_B_train_LG_test_PAN,tcn,0,0.09794000473699488,0.08059661642801003,0.4526394009590149,14.537439090369485,0.868199101163427,16001,51.642,38165,52633,cuda,2026-06-08T23:02:57+00:00
cross_B_train_LG_test_PAN,transformer,0,0.09281409661314495,0.07770498442356648,0.3211600184440613,14.232425129863902,0.8816342608492417,67265,94.452,38165,52633,cuda,2026-06-08T23:04:33+00:00
cross_B_train_LG_test_PAN,patchtst,0,0.0839027093879567,0.06880554545412335,0.36156582832336426,12.374554905795067,0.9032724692629581,68481,70.345,38165,52633,cuda,2026-06-08T23:05:44+00:00
