direction,model,method,fraction,n_seeds,mae_mean,mae_std,rmse_mean,rmse_std,bias_mean,n_pool_windows
cross_B_train_LG_test_PAN,patchtst,recal_affine,0.5,5,0.05802,0.0029,0.07236,0.00368,-0.00636,15791.0
cross_B_train_LG_test_PAN,patchtst,recal_affine,1.0,5,0.05732,0.00257,0.07118,0.00224,-0.00597,31369.0
cross_B_train_LG_test_PAN,patchtst,recal_bias,0.0,5,0.06416,0.0016,0.07749,0.00152,-0.03326,0.0
cross_B_train_LG_test_PAN,patchtst,recal_bias,0.05,5,0.05686,0.00304,0.0711,0.00203,0.002,1823.6
cross_B_train_LG_test_PAN,patchtst,recal_bias,0.1,5,0.05675,0.00335,0.07244,0.00546,0.01153,2687.0
cross_B_train_LG_test_PAN,patchtst,recal_bias,0.2,5,0.05934,0.00201,0.07305,0.00189,-0.01486,5824.2
cross_B_train_LG_test_PAN,patchtst,recal_bias,0.5,5,0.05742,0.00264,0.071,0.00298,-0.00966,15791.0
cross_B_train_LG_test_PAN,patchtst,recal_bias,1.0,5,0.05696,0.00251,0.07035,0.00262,-0.00832,31369.0
cross_B_train_LG_test_PAN,tcn,recal_affine,0.0,5,0.07646,0.00317,0.09808,0.00123,-0.05756,0.0
cross_B_train_LG_test_PAN,tcn,recal_affine,0.05,5,0.07048,0.00709,0.09124,0.00969,0.01294,1823.6
cross_B_train_LG_test_PAN,tcn,recal_affine,0.1,5,0.07041,0.00476,0.08855,0.00703,0.01539,2687.0
cross_B_train_LG_test_PAN,tcn,recal_affine,0.2,5,0.06244,0.00274,0.07963,0.0027,0.00141,5824.2
cross_B_train_LG_test_PAN,tcn,recal_affine,0.5,5,0.0615,0.00219,0.07802,0.00242,-0.00029,15791.0
cross_B_train_LG_test_PAN,tcn,recal_affine,1.0,5,0.0612,0.00255,0.07776,0.00256,-0.00083,31369.0
cross_B_train_LG_test_PAN,tcn,recal_bias,0.0,5,0.07646,0.00317,0.09808,0.00123,-0.05756,0.0
cross_B_train_LG_test_PAN,tcn,recal_bias,0.05,5,0.06547,0.00493,0.0826,0.00617,0.00335,1823.6
cross_B_train_LG_test_PAN,tcn,recal_bias,0.1,5,0.06652,0.00578,0.08269,0.00492,0.01069,2687.0
cross_B_train_LG_test_PAN,tcn,recal_bias,0.2,5,0.06295,0.00339,0.08005,0.00337,-0.00211,5824.2
cross_B_train_LG_test_PAN,tcn,recal_bias,0.5,5,0.06263,0.00264,0.07953,0.00369,-0.00167,15791.0
cross_B_train_LG_test_PAN,tcn,recal_bias,1.0,5,0.0623,0.00291,0.07931,0.00368,-0.00172,31369.0
cross_B_train_LG_test_PAN,transformer,recal_affine,0.0,5,0.07383,0.00267,0.09097,0.00294,-0.05521,0.0
cross_B_train_LG_test_PAN,transformer,recal_affine,0.05,5,0.06371,0.00614,0.08069,0.0119,0.01212,1823.6
cross_B_train_LG_test_PAN,transformer,recal_affine,0.1,5,0.06503,0.0123,0.08357,0.01477,0.01957,2687.0
cross_B_train_LG_test_PAN,transformer,recal_affine,0.2,5,0.05725,0.00551,0.07168,0.00751,0.00117,5824.2
cross_B_train_LG_test_PAN,transformer,recal_affine,0.5,5,0.0567,0.00525,0.07071,0.00677,-0.00198,15791.0
cross_B_train_LG_test_PAN,transformer,recal_affine,1.0,5,0.05647,0.00532,0.07039,0.0068,-0.00153,31369.0
cross_B_train_LG_test_PAN,transformer,recal_bias,0.0,5,0.07383,0.00267,0.09097,0.00294,-0.05521,0.0
cross_B_train_LG_test_PAN,transformer,recal_bias,0.05,5,0.05905,0.00411,0.07358,0.00651,0.00223,1823.6
cross_B_train_LG_test_PAN,transformer,recal_bias,0.1,5,0.06034,0.01183,0.07561,0.01243,0.015,2687.0
cross_B_train_LG_test_PAN,transformer,recal_bias,0.2,5,0.05766,0.00591,0.07264,0.00789,-0.00118,5824.2
cross_B_train_LG_test_PAN,transformer,recal_bias,0.5,5,0.05705,0.00655,0.07221,0.00809,-0.0039,15791.0
cross_B_train_LG_test_PAN,transformer,recal_bias,1.0,5,0.05682,0.00631,0.07196,0.00789,-0.00279,31369.0
