direction,condition,model,soc_bin,mae,count
cross_B_train_LG_test_PAN,C3_ocv_dischg,mlp,0.2-0.3,0.03643,18950
cross_B_train_LG_test_PAN,C3_ocv_dischg,mlp,0.3-0.4,0.05446,24095
cross_B_train_LG_test_PAN,C3_ocv_dischg,mlp,0.4-0.5,0.06973,26430
cross_B_train_LG_test_PAN,C3_ocv_dischg,mlp,0.5-0.6,0.07013,26590
cross_B_train_LG_test_PAN,C3_ocv_dischg,mlp,0.6-0.7,0.06731,27845
cross_B_train_LG_test_PAN,C3_ocv_dischg,mlp,0.7-0.8,0.07302,28295
cross_B_train_LG_test_PAN,C3_ocv_dischg,mlp,0.8-0.9,0.08125,29745
cross_B_train_LG_test_PAN,C3_ocv_dischg,mlp,0.9-1.0,0.10604,66820
cross_B_train_LG_test_PAN,C3_ocv_dischg,patchtst,0.0-0.1,0.05158,2440
cross_B_train_LG_test_PAN,C3_ocv_dischg,patchtst,0.1-0.2,0.03696,11955
cross_B_train_LG_test_PAN,C3_ocv_dischg,patchtst,0.2-0.3,0.03389,18950
cross_B_train_LG_test_PAN,C3_ocv_dischg,patchtst,0.3-0.4,0.03931,24095
cross_B_train_LG_test_PAN,C3_ocv_dischg,patchtst,0.4-0.5,0.05564,26430
cross_B_train_LG_test_PAN,C3_ocv_dischg,patchtst,0.5-0.6,0.06562,26590
cross_B_train_LG_test_PAN,C3_ocv_dischg,patchtst,0.6-0.7,0.06162,27845
cross_B_train_LG_test_PAN,C3_ocv_dischg,patchtst,0.7-0.8,0.07265,28295
cross_B_train_LG_test_PAN,C3_ocv_dischg,patchtst,0.8-0.9,0.07751,29745
cross_B_train_LG_test_PAN,C3_ocv_dischg,patchtst,0.9-1.0,0.09717,66820
cross_B_train_LG_test_PAN,C4_coral,gru,0.0-0.1,0.10813,2440
cross_B_train_LG_test_PAN,C4_coral,gru,0.1-0.2,0.06054,11955
cross_B_train_LG_test_PAN,C4_coral,gru,0.2-0.3,0.03891,18950
cross_B_train_LG_test_PAN,C4_coral,gru,0.3-0.4,0.03431,24095
cross_B_train_LG_test_PAN,C4_coral,gru,0.4-0.5,0.04398,26430
cross_B_train_LG_test_PAN,C4_coral,gru,0.5-0.6,0.05322,26590
cross_B_train_LG_test_PAN,C4_coral,gru,0.6-0.7,0.07273,27845
cross_B_train_LG_test_PAN,C4_coral,gru,0.7-0.8,0.09767,28295
cross_B_train_LG_test_PAN,C4_coral,gru,0.8-0.9,0.1231,29745
cross_B_train_LG_test_PAN,C4_coral,gru,0.9-1.0,0.07204,66820
cross_B_train_LG_test_PAN,C4_coral,linear,0.0-0.1,0.0847,2440
cross_B_train_LG_test_PAN,C4_coral,linear,0.1-0.2,0.12626,11955
cross_B_train_LG_test_PAN,C4_coral,linear,0.2-0.3,0.08597,18950
cross_B_train_LG_test_PAN,C4_coral,linear,0.3-0.4,0.06407,24095
cross_B_train_LG_test_PAN,C4_coral,linear,0.4-0.5,0.06029,26430
cross_B_train_LG_test_PAN,C4_coral,linear,0.5-0.6,0.06628,26590
cross_B_train_LG_test_PAN,C4_coral,linear,0.6-0.7,0.08287,27845
cross_B_train_LG_test_PAN,C4_coral,linear,0.7-0.8,0.10784,28295
cross_B_train_LG_test_PAN,C4_coral,linear,0.8-0.9,0.13123,29745
cross_B_train_LG_test_PAN,C4_coral,linear,0.9-1.0,0.10122,66820
cross_B_train_LG_test_PAN,C4_coral,lstm,0.0-0.1,0.10319,2440
cross_B_train_LG_test_PAN,C4_coral,lstm,0.1-0.2,0.05996,11955
cross_B_train_LG_test_PAN,C4_coral,lstm,0.2-0.3,0.03807,18950
cross_B_train_LG_test_PAN,C4_coral,lstm,0.3-0.4,0.03287,24095
cross_B_train_LG_test_PAN,C4_coral,lstm,0.4-0.5,0.04043,26430
cross_B_train_LG_test_PAN,C4_coral,lstm,0.5-0.6,0.05781,26590
cross_B_train_LG_test_PAN,C4_coral,lstm,0.6-0.7,0.0785,27845
cross_B_train_LG_test_PAN,C4_coral,lstm,0.7-0.8,0.10023,28295
cross_B_train_LG_test_PAN,C4_coral,lstm,0.8-0.9,0.12706,29745
cross_B_train_LG_test_PAN,C4_coral,lstm,0.9-1.0,0.07364,66820
cross_B_train_LG_test_PAN,C4_coral,mlp,0.0-0.1,0.10965,2440
cross_B_train_LG_test_PAN,C4_coral,mlp,0.1-0.2,0.06966,11955
cross_B_train_LG_test_PAN,C4_coral,mlp,0.2-0.3,0.03689,18950
cross_B_train_LG_test_PAN,C4_coral,mlp,0.3-0.4,0.03486,24095
cross_B_train_LG_test_PAN,C4_coral,mlp,0.4-0.5,0.04084,26430
cross_B_train_LG_test_PAN,C4_coral,mlp,0.5-0.6,0.05502,26590
cross_B_train_LG_test_PAN,C4_coral,mlp,0.6-0.7,0.07938,27845
cross_B_train_LG_test_PAN,C4_coral,mlp,0.7-0.8,0.10163,28295
cross_B_train_LG_test_PAN,C4_coral,mlp,0.8-0.9,0.1225,29745
cross_B_train_LG_test_PAN,C4_coral,mlp,0.9-1.0,0.07134,66820
cross_B_train_LG_test_PAN,C4_coral,patchtst,0.0-0.1,0.14382,2440
cross_B_train_LG_test_PAN,C4_coral,patchtst,0.1-0.2,0.09214,11955
cross_B_train_LG_test_PAN,C4_coral,patchtst,0.2-0.3,0.06,18950
cross_B_train_LG_test_PAN,C4_coral,patchtst,0.3-0.4,0.04426,24095
cross_B_train_LG_test_PAN,C4_coral,patchtst,0.4-0.5,0.05567,26430
cross_B_train_LG_test_PAN,C4_coral,patchtst,0.5-0.6,0.07681,26590
cross_B_train_LG_test_PAN,C4_coral,patchtst,0.6-0.7,0.09104,27845
cross_B_train_LG_test_PAN,C4_coral,patchtst,0.7-0.8,0.10979,28295
cross_B_train_LG_test_PAN,C4_coral,patchtst,0.8-0.9,0.13304,29745
cross_B_train_LG_test_PAN,C4_coral,patchtst,0.9-1.0,0.06543,66820
