direction,condition,model,seed,mae,rmse,max_error,mape_pct,r2,signed_bias,n_train,n_test,device,smoke,timestamp
cross_B_train_LG_test_PAN,C3_ocv_dischg,linear,0,0.07852048464585096,0.11051061388528817,0.5516043603420258,12.642079634418762,0.8270533047236789,0.002148880106396973,1500,800,cpu,True,2026-06-10T14:40:51+00:00
cross_B_train_LG_test_PAN,C3_ocv_dischg,mlp,0,0.15066467210184784,0.1774018901854644,0.43735989183187485,30.16307331622936,0.5543224370549806,-0.03950786963105202,1500,800,cpu,True,2026-06-10T14:40:51+00:00
cross_B_train_LG_test_PAN,C3_ocv_dischg,lstm,0,0.21138109165709465,0.2425487809455881,0.5951427519321442,36.093922969926524,0.16688975079923607,-0.1816236823797226,1500,800,cpu,True,2026-06-10T14:40:54+00:00
cross_B_train_LG_test_PAN,C3_ocv_dischg,gru,0,0.19309997804346493,0.2221091540283597,0.7705723792314529,30.91547328840642,0.3013861345106854,-0.19031238555908203,1500,800,cpu,True,2026-06-10T14:40:58+00:00
cross_B_train_LG_test_PAN,C3_ocv_dischg,patchtst,0,0.17382108686026185,0.1998952075522564,0.4305225610733032,27.18450256528072,0.4341399297086016,-0.16353218257427216,1500,800,cpu,True,2026-06-10T14:41:04+00:00
cross_B_train_LG_test_PAN,C4_coral,linear,0,0.09091787478420883,0.11683825615767879,0.6443229168653488,18.80517193941827,0.8066810544095651,-0.05485661617014557,1500,800,cpu,True,2026-06-10T14:41:06+00:00
cross_B_train_LG_test_PAN,C4_coral,mlp,0,0.15742268920410424,0.1940184634320341,0.43550586700439453,27.465484793927093,0.46692243348539086,-0.04963544383645058,1500,800,cpu,True,2026-06-10T14:41:06+00:00
cross_B_train_LG_test_PAN,C4_coral,lstm,0,0.24637019623070955,0.2904312232441767,0.9808948636054993,40.148677283250244,-0.194513034109991,-0.24263229966163635,1500,800,cpu,True,2026-06-10T14:41:10+00:00
cross_B_train_LG_test_PAN,C4_coral,gru,0,0.31982358552981166,0.3582817790989434,1.1914497315883636,57.822330554192966,-0.817831936945935,-0.319006085395813,1500,800,cpu,True,2026-06-10T14:41:13+00:00
cross_B_train_LG_test_PAN,C4_coral,patchtst,0,0.13253615857567638,0.16599794156144065,0.4813578575849533,28.432767720516654,0.609779851142343,-0.020370565354824066,1500,800,cpu,True,2026-06-10T14:41:17+00:00
